Upregulated:
Rana_pipiens_Transcript_154697	XM_018267217.1	ras-related protein Rab-18-like
Rana_pipiens_Transcript_156053	NM_001097367.1	FUS RNA binding protein
Rana_pipiens_Transcript_156053	XM_018240001.1	MGC84691 protein%2C transcript variant X1
Rana_pipiens_Transcript_157005	XM_012968648.2	neuronal PAS domain protein 3%2C transcript variant X3
Rana_pipiens_Transcript_157005	XM_018231199.1	neuronal PAS domain-containing protein 3-like
Rana_pipiens_Transcript_157351	NM_001100267.1	calcium/calmodulin-dependent protein kinase (CaM kinase) II alpha
Rana_pipiens_Transcript_157351	XM_018254957.1	calcium/calmodulin-dependent protein kinase type II subunit alpha%2C transcript variant X3
Rana_pipiens_Transcript_157636	XM_018236184.1	neuropilin-2-like%2C transcript variant X3
Rana_pipiens_Transcript_157978	XM_018089851.1	misshapen-like kinase 1%2C transcript variant X8
Rana_pipiens_Transcript_157978	XM_018239726.1	misshapen-like kinase 1%2C transcript variant X6
Rana_pipiens_Transcript_158725	XM_012958436.2	CUGBP%2C Elav-like family member 2%2C transcript variant X8
Rana_pipiens_Transcript_158725	XM_018254002.1	CUGBP%2C Elav-like family member 2 S homeolog%2C transcript variant X12
Rana_pipiens_Transcript_159047	XM_018244471.1	microtubule-associated serine/threonine-protein kinase 4-like%2C transcript variant X3
Rana_pipiens_Transcript_159247	NM_001088602.1	tumor protein p53 binding protein 1 S homeolog
Rana_pipiens_Transcript_159247	XM_004912632.3	tumor protein p53 binding protein 1%2C transcript variant X3
Rana_pipiens_Transcript_160611	XM_012957039.2	nuclear factor I/B%2C transcript variant X3
Rana_pipiens_Transcript_161506	NM_001085869.1	contactin 1 L homeolog
Rana_pipiens_Transcript_161506	XM_002932811.4	contactin 1
Rana_pipiens_Transcript_166353	XM_018255414.1	COP9 signalosome complex subunit 2%2C transcript variant X1
Rana_pipiens_Transcript_166360	NM_001015820.1	COP9 signalosome subunit 2
Rana_pipiens_Transcript_166360	NM_001091775.1	COP9 signalosome subunit 2 L homeolog
Rana_pipiens_Transcript_166500	NM_001006834.1	guanine nucleotide binding protein (G protein)%2C beta polypeptide 1
Rana_pipiens_Transcript_166500	NM_001090671.1	guanine nucleotide binding protein (G protein)%2C beta polypeptide 1 S homeolog
Rana_pipiens_Transcript_167347	XM_012954243.1	ribosomal protein L10%2C transcript variant X1
Rana_pipiens_Transcript_167347	XM_018231880.1	ribosomal protein L10 L homeolog%2C transcript variant X1
Rana_pipiens_Transcript_167393	XM_018244835.1	high mobility group box 1 L homeolog%2C transcript variant X1
Rana_pipiens_Transcript_167604	XM_018231173.1	glutamate receptor 2%2C transcript variant X5
Rana_pipiens_Transcript_168236	XM_018091506.1	pumilio RNA binding family member 1%2C transcript variant X1
Rana_pipiens_Transcript_168236	XM_018246401.1	pumilio homolog 1-like%2C transcript variant X1
Rana_pipiens_Transcript_168320	XM_018244867.1	ribonucleoprotein A1a%2C transcript variant X1
Rana_pipiens_Transcript_168782	NM_001094749.1	uncharacterized LOC495046
Rana_pipiens_Transcript_169140	XM_012957158.2	adaptor related protein complex 1 sigma 2 subunit%2C transcript variant X1
Rana_pipiens_Transcript_169140	XM_018248404.1	adaptor related protein complex 1 sigma 2 subunit S homeolog%2C transcript variant X1
Rana_pipiens_Transcript_169535	XM_018090240.1	plectin
Rana_pipiens_Transcript_169535	XM_018224019.1	plectin-like%2C transcript variant X8
Rana_pipiens_Transcript_170463	NM_001011128.1	brain abundant membrane attached signal protein 1
Rana_pipiens_Transcript_170463	NM_001096343.1	brain abundant membrane attached signal protein 1 L homeolog
Rana_pipiens_Transcript_170620	NM_001005664.1	heterogeneous nuclear ribonucleoprotein H1 (H)
Rana_pipiens_Transcript_170620	NM_001091539.1	heterogeneous nuclear ribonucleoprotein H1 (H) S homeolog
Rana_pipiens_Transcript_172662	NM_001005645.1	serine/arginine repetitive matrix 1
Rana_pipiens_Transcript_172662	XM_018248300.1	serine/arginine repetitive matrix 1 S homeolog%2C transcript variant X1
Rana_pipiens_Transcript_172922	XM_002934819.4	microtubule associated protein 1B
Rana_pipiens_Transcript_172922	XM_018244412.1	microtubule-associated protein 1B-like
Rana_pipiens_Transcript_173590	XM_018261303.1	caM kinase-like vesicle-associated protein
Rana_pipiens_Transcript_174241	NM_001093903.1	protein phosphatase 3%2C catalytic subunit%2C alpha isozyme L homeolog
Rana_pipiens_Transcript_174241	XM_012955571.2	protein phosphatase 3%2C catalytic subunit%2C alpha isozyme%2C transcript variant X3
Rana_pipiens_Transcript_174437	NM_001130330.1	leucine rich repeat containing 49
Rana_pipiens_Transcript_174863	NM_001097218.1	Meis homeobox 2
Rana_pipiens_Transcript_174863	XM_018231177.1	homeobox protein Meis2%2C transcript variant X6
Rana_pipiens_Transcript_174874	NM_001102696.1	chromodomain helicase DNA binding protein 4
Rana_pipiens_Transcript_174874	XM_018227302.1	chromodomain-helicase-DNA-binding protein 4-like%2C transcript variant X4
Rana_pipiens_Transcript_175586	NM_001087190.1	fizzy/cell division cycle 20 related 1 L homeolog
Rana_pipiens_Transcript_176286	XM_012957924.2	neurobeachin%2C transcript variant X6
Rana_pipiens_Transcript_176286	XM_018250243.1	neurobeachin%2C transcript variant X2
Rana_pipiens_Transcript_177163	NM_001045756.1	follistatin like 1
Rana_pipiens_Transcript_177163	NM_001087963.1	follistatin-related protein
Rana_pipiens_Transcript_177287	NM_001030484.1	heat shock protein 90kDa alpha family class B member 1
Rana_pipiens_Transcript_177287	XM_018264449.1	heat shock protein 90kDa alpha family class B member 1 S homeolog%2C transcript variant X1
Rana_pipiens_Transcript_178284	XM_004918879.3	adhesion G protein-coupled receptor L1%2C transcript variant X1
Rana_pipiens_Transcript_178284	XM_018253629.1	adhesion G protein-coupled receptor L1-like
Rana_pipiens_Transcript_178321	NM_001086537.1	dynactin subunit 1 L homeolog
Rana_pipiens_Transcript_179488	XM_018251858.1	protein kinase C and casein kinase substrate in neurons protein 2-like
Rana_pipiens_Transcript_180940	NM_001174033.1	Rho GTPase activating protein 5
Rana_pipiens_Transcript_180940	XM_012969115.2	Rho GTPase activating protein 5%2C transcript variant X3
Rana_pipiens_Transcript_181251	XM_012969930.2	chimerin 1%2C transcript variant X1
Rana_pipiens_Transcript_181722	NM_001101757.1	keratin 5%2C gene 7 L homeolog
Rana_pipiens_Transcript_181722	XM_002935742.4	keratin 5%2C gene 7
Rana_pipiens_Transcript_183080	XM_018250407.1	microtubule-associated protein 6 homolog%2C transcript variant X1
Rana_pipiens_Transcript_185875	XM_012967465.2	potassium voltage-gated channel subfamily C member 1-like%2C transcript variant X3
Rana_pipiens_Transcript_185883	NM_001085612.1	potassium channel%2C voltage gated Shaw related subfamily C%2C member 1 S homeolog
Rana_pipiens_Transcript_185883	XM_018095845.1	potassium voltage-gated channel subfamily C member 1-like%2C transcript variant X4
Rana_pipiens_Transcript_186213	NM_001045644.1	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)
Rana_pipiens_Transcript_186213	NM_001094232.1	transcription factor AP-2 beta (activating enhancer binding protein 2 beta) S homeolog
Rana_pipiens_Transcript_186775	NM_001093946.1	tweety family member 1 L homeolog
Rana_pipiens_Transcript_186775	XM_012966766.2	tweety family member 1%2C transcript variant X2
Rana_pipiens_Transcript_188037	NM_001113815.1	tenascin R
Rana_pipiens_Transcript_188037	XM_018260945.1	tenascin-R-like
Rana_pipiens_Transcript_188831	XM_018246258.1	MAP7 domain-containing protein 2-like%2C transcript variant X4
Rana_pipiens_Transcript_189228	XM_012966016.2	calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma%2C transcript variant X29
Rana_pipiens_Transcript_189228	XM_018226835.1	calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma S homeolog%2C transcript variant X21
Rana_pipiens_Transcript_190641	XM_018096224.1	ankyrin 2%2C neuronal%2C transcript variant X15
Rana_pipiens_Transcript_190641	XM_018251504.1	ankyrin-2-like%2C transcript variant X10
Rana_pipiens_Transcript_190691	XM_018089885.1	adenomatous polyposis coli%2C transcript variant X6
Rana_pipiens_Transcript_190691	XM_018243459.1	adenomatous polyposis coli L homeolog%2C transcript variant X6
Rana_pipiens_Transcript_192058	XM_012959675.2	teneurin transmembrane protein 2
Rana_pipiens_Transcript_192058	XM_018254627.1	teneurin-2-like
Rana_pipiens_Transcript_193639	XM_004919135.3	solute carrier family 4 (sodium bicarbonate cotransporter)%2C member 4%2C transcript variant X3
Rana_pipiens_Transcript_193639	XM_018267819.1	ataxin-1-like%2C transcript variant X6
Rana_pipiens_Transcript_194406	XM_018094214.1	mitogen-activated protein kinase 10%2C transcript variant X3
Rana_pipiens_Transcript_194406	XM_018253341.1	mitogen-activated protein kinase 10%2C transcript variant X4
Rana_pipiens_Transcript_196300	XM_012964696.2	syntabulin%2C transcript variant X2
Rana_pipiens_Transcript_196300	XM_018268214.1	syntabulin-like
Rana_pipiens_Transcript_197364	XM_004910316.3	ubiquitin associated protein 2%2C transcript variant X9
Rana_pipiens_Transcript_197364	XM_018244635.1	ubiquitin-associated protein 2-like%2C transcript variant X10
Rana_pipiens_Transcript_198948	XM_012958077.2	protein phosphatase methylesterase 1%2C transcript variant X4
Rana_pipiens_Transcript_200876	XM_012971688.2	growth factor receptor bound protein 2%2C transcript variant X4
Rana_pipiens_Transcript_200876	XM_018237455.1	growth factor receptor bound protein 2 S homeolog%2C transcript variant X1
Rana_pipiens_Transcript_202520	XM_018096406.1	YLP motif containing 1
Rana_pipiens_Transcript_202520	XM_018230337.1	YLP motif-containing protein 1-like%2C transcript variant X2
Rana_pipiens_Transcript_203714	NM_001091099.1	uncharacterized protein MGC81394
Rana_pipiens_Transcript_203714	XM_012958510.2	small glutamine-rich tetratricopeptide repeat (TPR)-containing%2C alpha%2C transcript variant X3
Rana_pipiens_Transcript_203866	NM_001091610.1	amphiphysin L homeolog
Rana_pipiens_Transcript_204886	XM_018259957.1	splicing factor 3B subunit 2-like%2C transcript variant X2
Rana_pipiens_Transcript_206041	NM_001005713.1	cell adhesion molecule 2
Rana_pipiens_Transcript_206041	XM_018248520.1	cell adhesion molecule 2-like
Rana_pipiens_Transcript_207545	XM_012955776.2	3-hydroxy-3-methylglutaryl-CoA synthase 1%2C transcript variant X1
Rana_pipiens_Transcript_207545	XM_018268159.1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1%2C transcript variant X1
Rana_pipiens_Transcript_209586	XM_018262414.1	dihydropyrimidinase-related protein 5-like
Rana_pipiens_Transcript_210342	XM_018253134.1	ras-GEF domain-containing family member 1B-like%2C transcript variant X1
Rana_pipiens_Transcript_211113	XM_018095805.1	mechanistic target of rapamycin (serine/threonine kinase)
Rana_pipiens_Transcript_211113	XM_018225663.1	serine/threonine-protein kinase mTOR%2C transcript variant X6
Rana_pipiens_Transcript_212313	NM_001015922.2	Ras homolog enriched in brain
Rana_pipiens_Transcript_212313	NM_001087025.1	Ras homolog enriched in brain L homeolog
Rana_pipiens_Transcript_216398	XM_018095959.1	neural cell adhesion molecule 1%2C transcript variant X3
Rana_pipiens_Transcript_216398	XM_018224338.1	neural cell adhesion molecule 1 L homeolog%2C transcript variant X4
Rana_pipiens_Transcript_218718	NM_001178104.1	myeloid/lymphoid or mixed-lineage leukemia%3B translocated to%2C 4 L homeolog
Rana_pipiens_Transcript_218718	XM_012963753.2	afadin%2C adherens junction formation factor
Rana_pipiens_Transcript_219873	XM_018237388.1	myosin%2C heavy chain 10%2C non-muscle S homeolog%2C transcript variant X1
Rana_pipiens_Transcript_219935	XM_002936017.3	glutamyl-prolyl-tRNA synthetase%2C transcript variant X1
Rana_pipiens_Transcript_219935	XM_018261575.1	uncharacterized LOC100158287%2C transcript variant X3
Rana_pipiens_Transcript_224113	XM_018094382.1	phospholipase C eta 1%2C transcript variant X2
Rana_pipiens_Transcript_224113	XM_018263771.1	1-phosphatidylinositol 4%2C5-bisphosphate phosphodiesterase eta-1-like%2C transcript variant X1
Rana_pipiens_Transcript_224271	XM_002941515.4	zinc finger homeobox 2%2C transcript variant X1
Rana_pipiens_Transcript_224271	XM_018259455.1	zinc finger homeobox protein 2-like
Rana_pipiens_Transcript_224400	NM_001078708.1	dachshund family transcription factor 1
Rana_pipiens_Transcript_224400	XM_018247293.1	dachshund homolog 1-like%2C transcript variant X3
Rana_pipiens_Transcript_226324	NM_001089138.1	NIMA-related kinase 9 L homeolog
Rana_pipiens_Transcript_226324	XM_012968120.2	NIMA-related kinase 9%2C transcript variant X2
Rana_pipiens_Transcript_228609	NM_001089025.1	RAD23 homolog B%2C nucleotide excision repair protein S homeolog
Rana_pipiens_Transcript_228612	NM_001030407.1	RAD23 homolog B%2C nucleotide excision repair protein
Rana_pipiens_Transcript_228612	NM_001095962.1	uncharacterized protein MGC115064
Rana_pipiens_Transcript_230198	NM_001094991.1	fukutin S homeolog
Rana_pipiens_Transcript_231122	XM_018091966.1	Src homology 2 domain containing F%2C transcript variant X3
Rana_pipiens_Transcript_231122	XM_018252987.1	SH2 domain-containing adapter protein F-like%2C transcript variant X6
Rana_pipiens_Transcript_232281	XM_018090224.1	polybromo 1
Rana_pipiens_Transcript_232281	XM_018242195.1	protein polybromo-1-like
Rana_pipiens_Transcript_235962	XM_002944419.3	neuroligin 2
Rana_pipiens_Transcript_236339	NM_001091981.1	coatomer protein complex subunit zeta 1 L homeolog
Rana_pipiens_Transcript_236733	XM_012966246.2	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 2%2C transcript variant X1
Rana_pipiens_Transcript_236733	XM_018225440.1	bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2-like%2C transcript variant X3
Rana_pipiens_Transcript_244463	XM_018091927.1	synuclein alpha%2C transcript variant X2
Rana_pipiens_Transcript_244463	XM_018224104.1	synuclein alpha L homeolog%2C transcript variant X1
Rana_pipiens_Transcript_248133	NM_001096495.1	fragile X mental retardation 1 S homeolog
Rana_pipiens_Transcript_248154	XM_012968194.2	fragile X mental retardation 1%2C transcript variant X1
Rana_pipiens_Transcript_248154	XM_018228580.1	fragile X mental retardation 1 L homeolog%2C transcript variant X1
Rana_pipiens_Transcript_249783	XM_012959202.1	heterogeneous nuclear ribonucleoprotein A/B%2C transcript variant X1
Rana_pipiens_Transcript_249783	XM_018242130.1	heterogeneous nuclear ribonucleoprotein A/B L homeolog%2C transcript variant X1
Rana_pipiens_Transcript_250687	XM_018255841.1	prosaposin receptor GPR37-like
Rana_pipiens_Transcript_255312	XM_018096237.1	metastasis associated 1%2C transcript variant X5
Rana_pipiens_Transcript_255312	XM_018231265.1	metastasis-associated protein MTA1%2C transcript variant X4
Rana_pipiens_Transcript_259305	NM_001090829.1	actinin%2C alpha 1 L homeolog
Rana_pipiens_Transcript_259305	XM_012968675.2	actinin%2C alpha 1%2C transcript variant X2
Rana_pipiens_Transcript_260350	XM_018092260.1	neuron navigator 3%2C transcript variant X3
Rana_pipiens_Transcript_260350	XM_018252490.1	neuron navigator 3-like%2C transcript variant X8
Rana_pipiens_Transcript_262285	XM_018264098.1	squalene synthase-like%2C transcript variant X1
Rana_pipiens_Transcript_268195	NM_001126907.1	guanylate cyclase 1%2C soluble%2C alpha 2
Rana_pipiens_Transcript_268195	XM_018250320.1	guanylate cyclase soluble subunit alpha-2-like
Rana_pipiens_Transcript_269056	XM_004916277.3	SR-related CTD-associated factor 1%2C transcript variant X2
Rana_pipiens_Transcript_269056	XM_018228154.1	splicing factor%2C arginine/serine-rich 19-like%2C transcript variant X1
Rana_pipiens_Transcript_271532	XM_012960999.2	basic transcription factor 3-like 4%2C transcript variant X4
Rana_pipiens_Transcript_271532	XM_018260901.1	transcription factor BTF3 homolog 4%2C transcript variant X1
Rana_pipiens_Transcript_273262	XM_012964419.2	cytochrome c%2C somatic%2C transcript variant X1
Rana_pipiens_Transcript_273262	XM_018268707.1	cytochrome c%2C somatic S homeolog%2C transcript variant X1
Rana_pipiens_Transcript_276181	XM_004919898.3	spen family transcriptional repressor%2C transcript variant X1
Rana_pipiens_Transcript_276181	XM_018226529.1	msx2-interacting protein-like%2C transcript variant X3
Rana_pipiens_Transcript_279223	NM_001089655.1	translocase of outer mitochondrial membrane 70 homolog A S homeolog
Rana_pipiens_Transcript_279223	NM_001103057.1	translocase of outer mitochondrial membrane 70 homolog A
Rana_pipiens_Transcript_279741	NM_001011428.1	dynein%2C light chain%2C Tctex-type 1
Rana_pipiens_Transcript_279741	NM_001093811.2	dynein%2C light chain%2C Tctex-type 1 L homeolog
Rana_pipiens_Transcript_281853	NM_001276500.1	APC membrane recruitment protein 2
Rana_pipiens_Transcript_281853	XM_018247721.1	APC membrane recruitment protein 2
Rana_pipiens_Transcript_285801	XM_018091124.1	neuroligin 4%2C X-linked%2C transcript variant X1
Rana_pipiens_Transcript_285801	XM_018248768.1	neuroligin-4%2C X-linked
Rana_pipiens_Transcript_287482	NM_001008043.1	Obg-like ATPase 1
Rana_pipiens_Transcript_287482	NM_001086211.1	Obg-like ATPase 1 L homeolog
Rana_pipiens_Transcript_288378	NM_203668.1	sorting nexin 6
Rana_pipiens_Transcript_288378	XM_018232214.1	sorting nexin-6-like%2C transcript variant X1
Rana_pipiens_Transcript_294253	NM_001007495.1	complexin 2
Rana_pipiens_Transcript_294253	XM_018252194.1	complexin-2
Rana_pipiens_Transcript_294408	XM_018090821.1	janus kinase and microtubule interacting protein 1%2C transcript variant X4
Rana_pipiens_Transcript_294408	XM_018244690.1	janus kinase and microtubule interacting protein 1 L homeolog%2C transcript variant X2
Rana_pipiens_Transcript_296790	XM_018094506.1	sulfatase 1%2C transcript variant X1
Rana_pipiens_Transcript_296790	XM_018268075.1	extracellular sulfatase Sulf-1-like%2C transcript variant X2
Rana_pipiens_Transcript_307240	XM_018263546.1	eukaryotic translation initiation factor 4 gamma 1%2C transcript variant X6
Rana_pipiens_Transcript_310308	XM_002933807.4	FERM and PDZ domain containing 4
Rana_pipiens_Transcript_310308	XM_018245524.1	FERM and PDZ domain-containing protein 4-like
Rana_pipiens_Transcript_314203	XM_018224425.1	vesicle transport through interaction with t-SNAREs 1A L homeolog%2C transcript variant X4
Rana_pipiens_Transcript_321864	NM_001087006.1	MAK16 homolog S homeolog
Rana_pipiens_Transcript_321864	NM_203596.1	MAK16 homolog
Rana_pipiens_Transcript_329174	NM_001087815.1	annexin A2 S homeolog
Rana_pipiens_Transcript_329174	NM_203590.1	annexin A2
Rana_pipiens_Transcript_337302	NM_001097054.1	cytohesin 1 S homeolog
Rana_pipiens_Transcript_337302	XM_004916324.3	cytohesin 1
